[,',N,e,t,z,e,r,',",", ,',R,e,n,i,s,h,a,w, ,1,',",", ,',R,e,n,i,s,h,a,w, ,2,',",", ,',R,e,n,i,s,h,a,w, ,A,d,j,u,s,t,e,d,',",", ,',Z,e,t,t,l,e,x,',]
7656000000,359.9996643,1.526e-05,3.052e-05,1.526e-05,359.92721557
7766000000,359.99932861,0.0,3.052e-05,1.526e-05,359.9986267
7875000000,0.0007019,0.0,3.052e-05,1.526e-05,359.9230957
7984000000,0.00033569,0.0,3.052e-05,1.526e-05,0.00137329
8078000000,0.0,0.0,3.052e-05,1.526e-05,359.89700317
8188000000,0.0007019,0.0,3.052e-05,0.0,0.02197266
8297000000,0.0,0.0,3.052e-05,1.526e-05,359.90936279
8406000000,0.0007019,0.0,3.052e-05,1.526e-05,359.99450683
8516000000,359.9996643,1.526e-05,0.0,1.526e-05,359.97940063
8609000000,0.0007019,0.0,3.052e-05,0.0,0.00411987
8719000000,0.00033569,1.526e-05,3.052e-05,1.526e-05,359.87091064
8828000000,0.0010376,0.0,3.052e-05,1.526e-05,0.02197266
8938000000,0.0007019,0.0,3.052e-05,1.526e-05,359.90112304
9047000000,359.99279785,359.9935913,359.99273681,359.99316406,359.99176025
9156000000,359.98730468,359.98699951,359.98672485,359.98687744,359.97116088
9266000000,359.98867797,359.98745727,359.98767089,359.98754882,359.94644165
9375000000,359.98800659,359.9868164,359.98736572,359.98706054,0.0
9469000000,359.97735595,359.97723388,359.9765625,359.97689819,359.94918823
9578000000,359.97598266,359.97485351,359.97583007,359.97534179,359.87228393
9688000000,359.97598266,359.97485351,359.97479248,359.97485351,0.00411987
9797000000,359.97494506,359.97457885,359.97558593,359.97506713,359.9684143
9906000000,359.97357177,359.97442626,359.97351074,359.97393798,359.96154785
10016000000,359.97012329,359.97070312,359.97070312,359.97070312,359.94918823
10125000000,359.9704895,359.97070312,359.97039794,359.97055053,359.90524291
10219000000,359.96978759,359.96926879,359.96887207,359.96905517,359.95742797
10328000000,359.96911621,359.96881103,359.96917724,359.96899414,359.94644165
10438000000,359.96911621,359.96899414,359.96865844,359.96881103,359.96429443
10547000000,359.96878051,359.96847534,359.96749877,359.96798706,359.95742797
10656000000,359.96636962,359.96710205,359.9677124,359.96740722,359.93682861
10750000000,359.96774291,359.96734619,359.96817016,359.96777343,359.96292114
10859000000,359.96395874,359.96304321,359.96322631,359.96313476,359.93682861
10969000000,359.96328735,359.96356201,359.96298217,359.96325683,359.90661621
11078000000,359.96395874,359.96298217,359.96310424,359.96301269,359.95605468
11188000000,359.96429443,359.96310424,359.9623413,359.96273803,359.92858886
11297000000,359.96258544,359.96261596,359.96298217,359.96279907,359.95605468
11391000000,359.96362304,359.96307373,359.96273803,359.96289062,359.95056152
11500000000,359.96362304,359.96343994,359.96243286,359.96292114,359.94781494
11609000000,359.96429443,359.96295166,359.96200561,359.96246337,359.97528076
11719000000,359.96121215,359.96002197,359.96035766,359.96020507,359.92996215
11828000000,359.96054077,359.96035766,359.96026611,359.96032714,359.95193481
11938000000,359.95742797,359.95794677,359.95709228,359.95751953,359.9382019
12031000000,359.95812988,359.95739746,359.9573059,359.95733642,359.93408203
12141000000,359.95779418,359.95715332,359.95727539,359.95721435,359.94918823
12250000000,359.95846557,359.95629882,359.95587158,359.9560852,359.92446899
12359000000,359.95639038,359.95645141,359.95578002,359.95611572,359.93957519
12469000000,359.95639038,359.95251464,359.95397949,359.95324707,359.93408203
12578000000,359.95364379,359.95379638,359.95559692,359.95471191,359.9230957
12672000000,15.06674194,15.85964965,16.5234375,16.19152832,16.46575927
12781000000,31.92318725,32.75108337,33.46304321,33.10707092,33.36822509
12891000000,49.4371109,50.22922515,51.05740356,50.6433258,50.87356567
13000000000,67.51614379,68.260643,69.15750122,68.70907592,69.07241821
13094000000,85.5907135,86.33401489,87.19769287,86.76585388,86.99249267
13203000000,103.64880371,104.49160766,105.2489624,104.87028503,104.76699829
13313000000,121.92936706,122.7954483,123.62257385,123.20900726,123.48083496
13422000000,140.04617309,140.86605834,141.68783569,141.27694702,141.56982421
13531000000,157.88726806,158.69085693,159.45217895,159.07150268,159.13696289
13641000000,175.68786621,176.46444702,177.26576232,176.86509704,177.1861267
13750000000,192.92851257,193.65853881,194.38597106,194.02224731,194.35089111
13859000000,210.11697387,210.88772583,211.62857055,211.25814819,211.45248413
13953000000,227.72633361,228.55755615,229.27606201,228.91680908,229.22836303
14063000000,245.76760864,246.64611816,247.31245422,246.97927856,247.17590332
14172000000,263.89916992,264.6680603,265.29461669,264.98132324,265.21133422
14281000000,281.66577148,282.43249511,283.14617919,282.78930664,283.09020996
14391000000,299.3946228,300.2022705,300.91571044,300.55899047,300.80154418
14500000000,317.13272094,317.94924926,318.59637451,318.27279663,318.53485107
14594000000,334.83926391,335.61694335,336.32308959,335.97000122,336.24069213
14703000000,352.36038208,353.15332031,353.82876586,353.49102783,353.7020874
14813000000,9.3243103,10.10560607,10.7211914,10.41339111,10.63888549
14922000000,26.14025878,26.87564086,27.54275512,27.20921325,27.38891601
15016000000,43.39634704,44.15683746,44.95623779,44.55653381,44.86816406
15125000000,61.36105346,62.13088989,62.98638916,62.55863952,62.79647827
15234000000,79.42395019,80.22863006,81.02200317,80.62532043,80.86898803
15344000000,97.65644836,98.4127655,99.2340393,98.82341003,98.81103515
15453000000,115.82783508,116.56340026,117.47869873,117.02104949,117.33535766
15563000000,134.06376647,134.78495788,135.6559906,135.22047424,135.43945312
15672000000,151.9440155,152.68618774,153.52320861,153.10470581,153.27575683
15781000000,169.7590332,170.51049804,171.30465698,170.90757751,171.20269775
15875000000,187.17614746,187.99124145,188.6961975,188.34371948,188.60092163
15984000000,204.40441894,205.17938232,205.93405151,205.55671691,205.7862854
16094000000,221.92280578,222.68875122,223.43054199,223.0596466,223.3946228
16203000000,239.79104614,240.5689392,241.30659484,240.93774414,241.28036499
16313000000,257.82510375,258.59460449,259.35470581,258.97463989,259.27871704
16406000000,275.78363037,276.54666137,277.24386596,276.89526367,277.10540771
16516000000,293.56842041,294.47970581,295.11151123,294.79559326,295.09414672
16625000000,311.28869628,312.116333,312.83029174,312.4732666,312.7986145
16734000000,328.93240356,329.731781,330.45443725,330.09310913,330.34652709
16844000000,346.58053588,347.40155029,348.05151367,347.72650146,348.0303955
16938000000,3.66635131,4.47296142,5.08825683,4.78059387,5.02212524
17047000000,20.34530639,21.12768554,21.84082031,21.48425292,21.79000854
17156000000,37.3452835,38.08892822,38.80700683,38.44796752,38.67462158
17266000000,55.10777282,55.852005,56.63873291,56.24536132,56.44638061
17375000000,73.15625,73.88502502,74.74447631,74.3147583,74.67681884
17469000000,91.17726135,91.95692443,92.79371643,92.37532043,92.61199951
17578000000,109.2480545,110.13545989,110.99516296,110.56531524,110.89599609
17688000000,127.5790863,128.33062744,129.09239196,128.71151733,128.92318725
17797000000,152.5022583,154.02151489,155.58883666,154.80517578,155.38375854
17906000000,188.49176025,190.07211303,191.62445068,190.8482666,191.21978759
18016000000,224.41601562,226.06289672,227.52302551,226.79296875,227.33322143
18125000000,260.7519226,262.4213562,263.86218261,263.14175415,263.7625122
18234000000,297.01950073,298.60998535,300.03610229,299.32302856,299.74548339
18328000000,333.10031127,334.67941284,336.13729858,335.40835571,336.03057861
18438000000,8.69293212,10.37298583,11.81781005,11.09539794,11.52877807
18547000000,44.51283264,46.06561279,47.58309936,46.82437133,47.4609375
18656000000,81.17729949,82.76578521,84.4039154,83.58485412,84.15939331
18766000000,118.03849029,119.58020019,121.15266418,120.36643981,120.57495117
18859000000,154.52374267,156.10671997,157.69668579,156.90170288,157.40661621
18969000000,190.54997253,192.17510986,193.64637756,192.91073608,193.50906372
19078000000,226.58477783,228.21655273,229.67575073,228.94615173,229.2489624
19188000000,262.82455444,264.4986267,265.92462158,265.21160888,265.79223632
19297000000,298.88409423,300.53961181,301.98486328,301.26223754,301.92901611
19406000000,335.03631591,336.64849853,338.10940551,337.37896728,337.81860351
19500000000,10.71990966,12.31816101,13.69979858,13.00897216,13.60931396
19609000000,46.39115142,47.94751739,49.49017333,48.71885681,49.25308227
19719000000,82.92824554,84.67048645,86.29277038,85.48162841,85.85266113
19828000000,119.71527862,121.32015991,122.95541381,122.13777923,122.79968261
19938000000,156.14181518,157.81335449,159.40484619,158.60910034,159.3484497
20047000000,192.31877136,193.88500976,195.38745117,194.63623046,195.13916015
20156000000,228.3164978,229.97036743,231.46688842,230.71862792,231.36932373
20250000000,264.6506958,266.28240966,267.71908569,267.00073242,267.33032226
20359000000,300.82901,302.45166015,303.92877197,303.19018554,303.77471923
20469000000,336.93249511,338.5425415,340.02554321,339.28405761,339.98428344
20578000000,12.52474975,14.15103149,15.62628173,14.88865661,15.35751342
20672000000,48.43151855,49.98438262,51.56243896,50.77340698,51.21414184
20781000000,85.15812683,86.78018188,88.3345642,87.55737304,88.14193725
20891000000,121.98841857,123.52248382,125.13308715,124.32778167,124.85137939
21000000000,158.43830871,160.01449584,161.58747863,160.80099487,161.37542724
21109000000,194.3986206,195.95919799,197.46682739,196.71301269,197.08099365
21219000000,230.38400268,232.04388427,233.56704711,232.80546569,233.38943481
21328000000,266.69998168,268.29818725,269.70916748,269.0036621,269.6484375
21422000000,302.80038452,304.41003417,305.88409423,305.1470642,305.64239501
21531000000,338.82385253,340.46334838,341.91537475,341.18939208,341.78604125
21641000000,14.46249389,16.04777526,17.47421264,16.76100158,17.22930908
21750000000,50.25696563,51.85828399,53.41748046,52.63787841,53.23974609
21844000000,87.07386779,88.58471679,90.14564514,89.36518859,89.87503051
21953000000,123.71121215,125.35893249,126.9086914,126.13381195,126.55426025
22063000000,160.17724609,161.77954101,163.39616394,162.5878601,163.21975708
22172000000,196.17840576,197.72537231,199.20904541,198.46720886,198.81820678
22281000000,232.22523498,233.89022827,235.39743041,234.64379882,235.18020629
22391000000,276.13278198,279.27148437,282.14074707,280.7060852,281.90231323
22500000000,349.08853149,352.30737304,355.32452392,353.81594848,354.77325439
22594000000,62.36664581,65.74459075,68.82025146,67.28242492,68.57116699
22703000000,136.54290771,139.84985351,142.96650695,141.40818786,142.33886718
22813000000,209.84539794,213.21194458,216.24090576,214.72642517,215.86624145
22922000000,283.00988769,286.4895935,289.42959594,287.9595642,288.86764526
23031000000,356.3779602,359.5402832,2.52322387,1.03175354,2.0777893
23125000000,69.50260925,72.95980834,76.05732727,74.50857543,75.66009521
23234000000,143.8203125,147.01565551,150.10948181,148.56257629,150.00457763
23344000000,217.0823059,220.28875732,223.35998535,221.82437133,222.96890258
23453000000,290.30789184,293.67590332,296.61602783,295.14596557,296.41387939
23547000000,3.66976928,6.65734863,9.5987854,8.12808227,9.04037475
23656000000,76.80336761,80.16287231,83.30857849,81.73573303,82.62405395
23781000000,150.85293579,154.20880126,157.32560729,155.76719665,157.16079711
23875000000,224.32400512,227.54547119,230.51272583,229.02909851,230.06744384
23984000000,297.43493652,300.7494812,303.74096679,302.24520874,303.50280761
24094000000,10.41470336,13.6985321,16.68518066,15.19183349,16.10046386
24203000000,84.68537139,87.58280944,90.68705749,89.13493347,90.38314819
24313000000,158.25291442,161.54638671,164.66445922,163.10543823,164.16870117
24406000000,231.2512207,234.81030273,237.78634643,236.29830932,237.57659912
24531000000,304.73843383,307.99679565,310.98361206,309.49020385,310.60134887
24625000000,17.49642944,20.95275878,23.97012329,22.46144104,23.7071228
24734000000,91.74614715,94.96903991,98.10726928,96.53814697,97.52151489
24844000000,165.56878662,168.85711669,171.94027709,170.39868164,171.64901733
24953000000,239.00311279,242.14465332,245.16592407,243.65527343,244.56665039
25063000000,312.06289672,315.38491821,318.31750488,316.85119628,318.07754516
25156000000,25.09930419,28.26332092,31.3088684,29.78608703,30.47607421
25266000000,99.31057739,102.45111083,105.59898376,104.02503967,105.30944824
25375000000,173.13320922,176.31463623,179.39973449,177.85719299,178.68164062
25484000000,246.34231567,249.61656188,252.58721923,251.10186767,252.16918945
25594000000,319.51058959,322.78018188,325.75463867,324.26739501,325.54412841
25688000000,32.61120605,35.73169708,38.73742675,37.23457336,38.27087402
25797000000,106.64772796,110.00732421,113.17295837,111.59014892,113.02597045
25906000000,180.58262634,183.7803955,186.85507202,185.31773376,186.37756347
26016000000,254.0420227,257.19918823,260.17449951,258.68682861,259.9255371
26125000000,327.12924194,330.38397216,333.40206909,331.89300537,332.67288208
26219000000,40.23949432,43.51355743,46.58517456,45.04937744,46.12197875
26328000000,114.71718597,117.88600158,121.06967163,119.47784423,120.29891967
26438000000,188.45364379,191.60757446,194.6355133,193.12153625,194.36325073
26547000000,261.82720947,265.09960937,268.03387451,266.56671142,267.99087524
26656000000,335.15682983,338.26107788,341.25866699,339.75985717,340.75881958
26750000000,48.34053802,51.51420593,54.62820434,53.07121276,54.25048828
26875000000,122.57687377,125.92969512,129.04588317,127.48780059,128.49197387
26984000000,196.24328613,199.47760009,202.48545837,200.98153686,202.31460571
27078000000,269.58322143,272.87481689,275.84967041,274.36221313,275.33935546
27188000000,342.99420166,346.06848144,349.08288574,347.57568359,348.77059936
27297000000,56.3416748,59.42724609,62.54522705,60.98623657,62.27325439
27406000000,130.44377136,133.79344177,136.91070556,135.35208129,136.33621215
27516000000,204.00924682,207.29763793,210.30302429,208.80033874,210.12313842
27609000000,277.5050354,280.76574707,283.70996093,282.237854,283.24813842
27719000000,350.72961425,353.92529296,356.92233276,355.42382812,356.70135498
27828000000,63.9311676,67.38475036,70.4759674,68.93037414,69.86480712
27938000000,138.28216552,141.46775817,144.62457275,143.04615783,144.15298461
28047000000,211.63034057,214.82110595,217.83471679,216.32791137,217.13378906
28156000000,285.08218383,288.20086669,291.1350708,289.66796875,290.83007812
28250000000,358.3036499,1.26541137,4.17919921,2.72229003,3.56506347
28359000000,71.61026763,74.69624328,77.8076477,76.25195312,77.70492553
28469000000,177.60293579,182.53292846,187.12223815,184.82759094,186.44485473
28578000000,288.07217407,293.21197509,297.70645141,295.45916748,297.29141235
28672000000,38.78346252,43.62006378,48.24194335,45.93099975,47.20550537
28797000000,150.38327026,155.22915649,159.86315917,157.54615783,159.56680297
28891000000,260.88479614,265.86376953,270.34130859,268.10253906,269.29138183
29000000000,11.23730468,16.02468872,20.54666137,18.2856903,20.00610351
29109000000,122.62802886,127.57336425,132.2353363,129.90435791,131.48025512
29219000000,233.46978759,238.42202758,242.90948486,240.66574096,242.41607666
29328000000,344.00598144,348.65130615,353.17388916,350.91259765,352.0513916
29438000000,95.37644195,100.02208709,104.71438598,102.36824035,104.28909301
29531000000,206.11587524,210.96917724,215.48956298,213.22937011,215.14663696
29641000000,316.59851074,321.33172607,325.83358764,323.58267211,324.86160278
29750000000,67.34173583,72.25436401,76.8817749,74.56806945,76.61590576
29859000000,178.41729736,183.50814819,188.09643554,185.80229187,187.20428466
29969000000,289.03381347,293.9911499,298.45559692,296.22335815,297.94509887
30063000000,39.31183624,44.37979888,48.95333862,46.6665802,47.95944213
30172000000,151.06991577,156.05239868,160.66653442,158.35946655,160.30975341
30281000000,261.70394897,266.6274414,271.11340332,268.87042236,270.05767822
30391000000,11.70217895,16.79011535,21.27893066,19.03451538,20.82046508
30500000000,123.59139251,128.47129821,133.1344757,130.80288696,132.27951049
30594000000,234.5223999,239.36651611,243.86761474,241.61706542,243.30184936
30719000000,344.90719604,349.64562988,354.1574707,351.90155029,353.89297485
30813000000,96.20281982,101.10314941,105.78599548,103.44456481,104.99771118
30922000000,207.29690551,212.18112182,216.74649047,214.46380615,216.19995117
31031000000,317.67517089,322.56451416,327.1373291,324.85092163,326.19232177
31141000000,68.77819824,73.53261566,78.15084838,75.84172058,77.6939392
31250000000,179.98181152,184.85079956,189.46847534,187.15963745,188.50753784
31344000000,290.50289916,295.43017578,299.90100097,297.66558837,299.29779052
31453000000,40.68959045,45.77545928,50.40829467,48.09187316,49.51263427
31563000000,152.61280822,157.46200561,162.07427978,159.7681427,161.51000976
31672000000,263.32717895,268.02307128,272.51394653,270.26849365,271.47903442
31781000000,13.44900512,18.17100524,22.681427,20.42622375,22.32009887
31891000000,125.08965301,129.78981018,134.46708679,132.12844848,133.43582153
31984000000,235.69554138,240.59692382,245.1047821,242.85083007,244.49661254
32094000000,345.97561645,350.85079956,355.34060668,353.09570312,354.30358886
32203000000,97.61009979,102.15994262,106.86506652,104.5125122,106.27212524
32313000000,208.51948547,213.19729614,217.78225708,215.48979187,217.46612548
32422000000,318.49502563,323.62652587,328.14971923,325.88815307,327.53540039
32516000000,69.79374694,74.62147521,79.27499389,76.94822692,78.92028808
32625000000,181.19854736,186.02990722,190.62269592,188.32629394,189.72290039
32734000000,291.91738891,296.67227172,301.16488647,298.91854858,300.84960937
32844000000,42.33753967,47.12139129,51.77951049,49.45045471,50.93124389
32953000000,154.01254272,158.83245849,163.44476318,161.13861083,162.940979
33063000000,264.61224365,269.4671936,273.95852661,271.71282958,273.15582275
33156000000,14.84835815,19.73822784,24.25222778,21.99522399,23.92272949
33266000000,126.62018585,131.52297973,136.21554565,133.86926269,135.26916503
33375000000,237.44683837,242.53530883,247.09033203,244.81280517,246.75292968
33484000000,25.36675262,33.56700134,41.1420288,37.35450744,39.88998413
33594000000,212.00283813,220.01428222,227.64364624,223.82896423,227.06130981
33688000000,37.13482666,45.39768218,53.14486694,49.27128601,51.89392089
33797000000,223.43823242,231.9258728,239.54039001,235.73312377,239.47998046
33906000000,49.0313034,57.43706512,65.06655883,61.25181579,63.59298706
34016000000,235.52388,243.68408203,251.25735473,247.47070312,250.9085083
34125000000,60.90821075,69.33562469,77.03388977,73.18475341,76.32064819
34234000000,247.53125,255.50584411,263.09469604,259.30026245,261.33590698
34328000000,73.36945343,81.32469177,89.01066589,85.16767883,88.31222534
34438000000,258.79016113,267.22906494,274.73553466,270.9822998,273.48129272
34547000000,84.98303222,93.22969055,100.90632629,97.06800842,100.05798339
34656000000,270.79617309,279.2210083,286.80239868,283.01168823,285.40557861
34766000000,97.13597106,105.33694458,113.16777038,109.25234985,112.5
34875000000,282.73489379,291.06811523,298.6314392,294.84976196,296.94259643
34969000000,109.37851715,117.63983154,125.3898468,121.51483917,124.42428588
35078000000,294.86514282,303.57089233,311.10305786,307.33694458,310.84991455
35188000000,122.06772613,130.21360778,137.96432495,134.08897399,136.34582519
35297000000,307.35934448,315.85870361,323.43692016,319.64779663,322.6725769
35406000000,134.59213256,142.64709472,150.37274169,146.50991821,148.82904052
35516000000,320.04446411,328.26525878,335.81887817,332.04208374,334.7479248
35625000000,146.93562316,155.09170532,162.80033874,158.9460144,162.09915161
35719000000,332.14691162,340.43524169,348.0196228,344.22741699,346.84661865
35828000000,159.18298339,167.43121337,175.11334228,171.27227783,174.46838378
35938000000,344.77328491,352.96691894,0.59268188,356.77978515,358.96591186
36047000000,171.79356384,179.72317504,187.37655639,183.54988098,186.59179687
36141000000,356.6821289,4.94941711,12.43920898,8.69432067,10.5001831
36266000000,183.09884643,191.35928344,198.95861816,195.1589508,198.04367065
36359000000,309.25415039,311.22061157,312.81121826,312.01589965,312.55004882
36469000000,324.2330017,324.22491455,324.16616821,324.19555664,324.16946411
36578000000,324.17016601,324.18634033,324.15359497,324.16995239,324.21340942
36688000000,324.16912841,324.18615722,324.15350341,324.1697998,324.19692993
36797000000,324.16946411,324.18627929,324.15353393,324.16989135,324.1392517
36906000000,324.16983032,324.18627929,324.15356445,324.16989135,324.15298461
37016000000,324.16983032,324.18627929,324.15353393,324.16989135,324.18182373
37109000000,324.16879272,324.18627929,324.15353393,324.16989135,324.14337158
37219000000,324.16879272,324.18627929,324.15356445,324.16992187,324.16259765
37328000000,324.16879272,324.18627929,324.15353393,324.16989135,324.16946411
37438000000,324.16879272,324.18627929,324.15356445,324.16992187,324.14474487
37547000000,324.17016601,324.18634033,324.15356445,324.16992187,324.16809082
37641000000,324.16983032,324.18630981,324.15356445,324.16992187,324.19692993
37750000000,324.17016601,324.18630981,324.15356445,324.16992187,324.13650512
37859000000,324.16983032,324.18630981,324.15356445,324.16992187,324.1708374
37969000000,324.16946411,324.18634033,324.15356445,324.16992187,324.13101196
38078000000,324.16912841,324.18634033,324.15356445,324.16992187,324.19555664
38172000000,324.16912841,324.18634033,324.15356445,324.16992187,324.19692993
38297000000,324.1705017,324.18634033,324.15356445,324.16995239,324.14474487
